Unit,time,opSetting1,opSetting2,opSetting3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,RUL
18,349,-0.0015,0.0003,100.0,518.67,642.28,1595.16,1398.04,14.62,21.56,557.82,2388.14,9058.23,1.3,47.4,525.43,2388.08,8149.43,8.3285,0.03,391,2388,100.0,39.18,23.6448,447
18,350,-0.0032,-0.0003,100.0,518.67,642.27,1591.04,1401.52,14.62,21.56,556.2,2388.12,9064.22,1.3,47.42,524.57,2388.08,8143.82,8.3489,0.03,393,2388,100.0,38.98,23.4274,447
18,351,-0.0026,-0.0003,100.0,518.67,642.62,1585.89,1394.23,14.62,21.56,557.64,2388.08,9064.54,1.3,47.23,524.78,2388.06,8146.24,8.3817,0.03,393,2388,100.0,39.03,23.3811,447
18,352,0.0053,-0.0002,100.0,518.67,642.24,1591.6,1399.36,14.62,21.56,556.81,2388.07,9075.34,1.3,47.3,525.19,2388.06,8152.04,8.3455,0.03,395,2388,100.0,39.17,23.555,447
18,353,0.0039,-0.0002,100.0,518.67,641.98,1590.92,1405.54,14.62,21.56,556.3,2388.1,9071.1,1.3,47.47,524.67,2388.12,8158.37,8.335,0.03,393,2388,100.0,39.2,23.3589,447
18,354,-0.0017,-0.0005,100.0,518.67,641.8,1596.58,1407.0,14.62,21.56,556.38,2388.07,9063.79,1.3,47.24,525.0,2388.01,8154.33,8.3476,0.03,392,2388,100.0,39.13,23.5311,447
18,355,-0.0002,0.0003,100.0,518.67,642.76,1587.85,1408.23,14.62,21.56,556.9,2388.11,9068.13,1.3,47.45,525.52,2388.05,8150.37,8.3458,0.03,393,2388,100.0,39.26,23.3795,447
18,356,-0.0019,-0.0,100.0,518.67,642.27,1592.79,1410.15,14.62,21.56,557.92,2388.05,9070.92,1.3,47.42,525.31,2388.12,8154.43,8.353,0.03,392,2388,100.0,39.2,23.4948,447
18,357,0.0009,0.0002,100.0,518.67,642.35,1587.59,1399.06,14.62,21.57,558.53,2388.1,9067.62,1.3,47.51,526.11,2388.15,8154.45,8.3209,0.03,392,2388,100.0,39.13,23.4614,447
18,358,0.0027,0.0001,100.0,518.67,642.64,1595.56,1397.81,14.62,21.56,557.83,2388.03,9068.85,1.3,47.4,524.75,2388.1,8150.07,8.3567,0.03,393,2388,100.0,39.21,23.4855,447
18,359,0.0053,0.0005,100.0,518.67,642.94,1590.13,1409.57,14.62,21.56,558.01,2388.12,9070.89,1.3,47.41,525.41,2388.11,8150.56,8.3544,0.03,391,2388,100.0,38.97,23.4368,447
18,360,-0.0008,-0.0001,100.0,518.67,642.32,1587.36,1397.88,14.62,21.56,557.56,2388.1,9079.15,1.31,47.31,525.72,2388.09,8153.75,8.3332,0.03,393,2388,100.0,39.21,23.4793,447
18,361,0.001,-0.0001,100.0,518.67,642.18,1584.1,1397.8,14.62,21.56,557.14,2388.12,9073.51,1.3,47.46,525.08,2388.16,8153.13,8.3485,0.03,392,2388,100.0,39.21,23.5045,447
18,362,-0.0003,0.0004,100.0,518.67,642.24,1585.92,1405.8,14.62,21.56,558.23,2388.13,9071.86,1.3,47.53,525.45,2388.1,8153.14,8.3507,0.03,393,2388,100.0,39.2,23.4558,447
18,363,-0.0019,0.0,100.0,518.67,642.67,1590.34,1398.12,14.62,21.56,558.15,2388.11,9075.95,1.3,47.31,525.34,2388.17,8151.16,8.3219,0.03,395,2388,100.0,39.14,23.5589,447
18,364,-0.0003,0.0003,100.0,518.67,642.59,1587.82,1407.82,14.62,21.56,557.46,2388.11,9076.68,1.3,47.54,525.93,2388.07,8147.47,8.3609,0.03,392,2388,100.0,39.13,23.4112,447
18,365,-0.0056,0.0004,100.0,518.67,642.55,1586.42,1396.98,14.62,21.56,557.84,2388.06,9069.8,1.3,47.51,525.1,2388.11,8149.79,8.373,0.03,393,2388,100.0,39.29,23.6003,447
18,366,0.0007,0.0004,100.0,518.67,642.44,1593.18,1408.91,14.62,21.56,558.48,2388.13,9082.11,1.3,47.37,525.61,2388.13,8150.93,8.3275,0.03,393,2388,100.0,39.26,23.5295,447
18,367,-0.0007,0.0001,100.0,518.67,642.31,1592.32,1403.93,14.62,21.56,557.78,2388.11,9066.86,1.3,47.46,526.33,2388.14,8148.78,8.3712,0.03,393,2388,100.0,39.17,23.4137,447
18,368,0.001,0.0001,100.0,518.67,642.93,1581.97,1404.73,14.62,21.56,558.12,2388.09,9074.65,1.3,47.6,525.7,2388.1,8149.07,8.3585,0.03,392,2388,100.0,39.18,23.4895,447
18,369,-0.0018,-0.0001,100.0,518.67,642.62,1585.73,1403.54,14.62,21.56,557.64,2388.1,9075.59,1.3,47.16,526.1,2388.1,8149.65,8.3331,0.03,393,2388,100.0,39.0,23.4646,447
18,370,0.0001,-0.0001,100.0,518.67,642.1,1588.69,1409.47,14.62,21.56,558.67,2388.14,9071.22,1.31,47.33,526.05,2388.13,8158.76,8.3447,0.03,393,2388,100.0,39.1,23.5529,447
18,371,-0.0011,-0.0005,100.0,518.67,642.6,1585.27,1411.83,14.62,21.56,558.13,2388.19,9079.56,1.3,47.48,526.49,2388.1,8155.67,8.3049,0.03,392,2388,100.0,39.24,23.5323,447
18,372,0.0005,0.0004,100.0,518.67,643.03,1583.7,1397.35,14.62,21.56,558.44,2388.2,9079.91,1.3,47.25,526.41,2388.11,8150.66,8.3091,0.03,395,2388,100.0,39.21,23.5235,447
18,373,-0.0082,0.0004,100.0,518.67,642.65,1585.3,1399.59,14.62,21.56,558.16,2388.2,9082.15,1.3,47.49,525.81,2388.08,8155.37,8.3059,0.03,393,2388,100.0,39.37,23.4434,447
18,374,0.0038,-0.0003,100.0,518.67,642.65,1588.2,1404.03,14.62,21.56,558.15,2388.19,9077.65,1.3,47.44,525.7,2388.08,8150.8,8.3343,0.03,392,2388,100.0,39.3,23.5389,447
18,375,-0.0002,-0.0004,100.0,518.67,642.34,1589.29,1403.37,14.62,21.56,558.04,2388.11,9075.15,1.3,47.55,525.99,2388.16,8147.43,8.2661,0.03,394,2388,100.0,39.29,23.6284,447
18,376,-0.0026,-0.0003,100.0,518.67,642.76,1588.45,1399.96,14.62,21.56,558.99,2388.16,9086.4,1.31,47.22,526.53,2388.18,8159.78,8.3133,0.03,394,2388,100.0,39.12,23.4321,447
18,377,-0.0036,0.0004,100.0,518.67,642.22,1594.16,1410.19,14.62,21.56,559.45,2388.21,9074.27,1.31,47.31,526.32,2388.18,8157.47,8.3016,0.03,393,2388,100.0,39.29,23.5123,447
18,378,0.0017,0.0004,100.0,518.67,642.76,1595.62,1405.72,14.62,21.56,559.01,2388.14,9079.56,1.3,47.5,526.38,2388.16,8156.67,8.3338,0.03,394,2388,100.0,39.1,23.4138,447
18,379,-0.0019,-0.0003,100.0,518.67,642.63,1594.27,1404.0,14.62,21.56,559.07,2388.19,9074.01,1.31,47.43,526.7,2388.14,8158.66,8.3364,0.03,392,2388,100.0,39.31,23.4667,447
18,380,0.0039,0.0001,100.0,518.67,642.71,1588.58,1399.42,14.62,21.56,558.82,2388.15,9073.18,1.31,47.58,526.73,2388.14,8157.14,8.3412,0.03,394,2388,100.0,39.27,23.494,447
18,381,0.003,-0.0004,100.0,518.67,642.5,1589.36,1407.33,14.62,21.55,558.9,2388.14,9071.57,1.31,47.54,525.92,2388.13,8153.31,8.3224,0.03,392,2388,100.0,39.12,23.5223,447
18,382,-0.0003,-0.0001,100.0,518.67,642.42,1596.13,1409.95,14.62,21.56,559.56,2388.21,9077.64,1.3,47.36,527.52,2388.12,8158.15,8.2911,0.03,394,2388,100.0,39.1,23.6197,447
18,383,-0.0019,0.0002,100.0,518.67,642.27,1588.38,1410.34,14.62,21.56,559.28,2388.19,9081.75,1.3,47.29,526.89,2388.13,8159.53,8.2899,0.03,394,2388,100.0,39.27,23.6266,447
18,384,0.0001,-0.0001,100.0,518.67,642.44,1594.77,1406.26,14.62,21.56,559.21,2388.15,9085.48,1.31,47.46,527.66,2388.16,8159.71,8.3599,0.03,393,2388,100.0,39.09,23.4278,447
18,385,0.0008,-0.0004,100.0,518.67,642.3,1588.67,1409.74,14.62,21.56,559.56,2388.17,9084.71,1.3,47.35,527.12,2388.17,8151.14,8.314,0.03,393,2388,100.0,39.16,23.633,447
18,386,-0.0029,-0.0001,100.0,518.67,642.04,1581.97,1408.21,14.62,21.56,559.95,2388.2,9083.86,1.31,47.65,527.34,2388.16,8157.64,8.2905,0.03,395,2388,100.0,39.37,23.5856,447
18,387,-0.0001,-0.0005,100.0,518.67,642.49,1586.95,1403.42,14.62,21.56,559.24,2388.16,9080.54,1.3,47.56,527.08,2388.19,8161.41,8.3185,0.03,392,2388,100.0,39.39,23.5452,447
18,388,-0.0003,0.0004,100.0,518.67,642.67,1587.1,1410.39,14.62,21.56,559.44,2388.17,9076.64,1.3,47.43,527.04,2388.22,8163.22,8.3054,0.03,393,2388,100.0,39.31,23.5944,447
18,389,0.0,0.0005,100.0,518.67,642.16,1593.82,1411.9,14.62,21.56,560.21,2388.2,9088.22,1.31,47.62,527.72,2388.14,8158.81,8.345,0.03,395,2388,100.0,39.08,23.577,447
18,390,-0.002,-0.0002,100.0,518.67,642.38,1591.78,1405.93,14.62,21.56,560.42,2388.2,9078.26,1.31,47.47,527.62,2388.22,8160.1,8.2801,0.03,394,2388,100.0,39.22,23.5345,447
18,391,-0.0029,-0.0003,100.0,518.67,642.77,1595.76,1408.99,14.62,21.56,560.17,2388.18,9085.21,1.31,47.67,527.45,2388.22,8157.63,8.3143,0.03,393,2388,100.0,39.14,23.4583,447
18,392,0.0002,0.0001,100.0,518.67,642.69,1595.21,1411.17,14.62,21.57,560.01,2388.24,9090.23,1.31,47.62,527.61,2388.19,8167.75,8.2781,0.03,394,2388,100.0,39.36,23.6326,447
18,393,-0.0021,-0.0004,100.0,518.67,642.09,1588.7,1406.61,14.62,21.56,560.38,2388.17,9086.17,1.31,47.74,528.26,2388.17,8154.54,8.309,0.03,393,2388,100.0,39.34,23.4589,447
18,394,-0.0031,0.0001,100.0,518.67,642.57,1586.97,1413.54,14.62,21.56,560.61,2388.17,9077.19,1.31,47.69,527.68,2388.24,8160.57,8.2617,0.03,393,2388,100.0,39.16,23.5441,447
18,395,0.002,0.0002,100.0,518.67,642.71,1588.22,1408.91,14.62,21.56,560.14,2388.21,9082.54,1.31,47.45,527.63,2388.22,8160.59,8.3051,0.03,394,2388,100.0,39.07,23.5756,447
18,396,-0.0004,0.0002,100.0,518.67,642.84,1590.36,1407.74,14.62,21.56,560.67,2388.23,9085.31,1.31,47.96,528.51,2388.21,8164.77,8.3093,0.03,393,2388,100.0,39.36,23.5942,447
18,397,0.0025,-0.0001,100.0,518.67,643.03,1590.25,1401.43,14.62,21.56,560.72,2388.21,9088.06,1.31,47.65,528.37,2388.18,8163.85,8.2681,0.03,394,2388,100.0,39.17,23.5374,447
18,398,-0.0026,0.0004,100.0,518.67,642.76,1595.39,1405.71,14.62,21.56,560.69,2388.19,9086.31,1.31,47.57,528.4,2388.24,8161.81,8.2779,0.03,395,2388,100.0,39.42,23.5922,447
18,399,0.0009,-0.0003,100.0,518.67,643.09,1594.4,1406.32,14.62,21.55,560.43,2388.21,9079.82,1.31,47.67,527.91,2388.2,8163.43,8.3204,0.03,393,2388,100.0,39.38,23.4767,447
18,400,0.0022,0.0005,100.0,518.67,642.51,1591.53,1409.64,14.62,21.56,561.55,2388.23,9090.09,1.31,47.67,528.33,2388.23,8157.92,8.3143,0.03,394,2388,100.0,39.26,23.5474,447
18,401,0.002,0.0005,100.0,518.67,642.2,1588.93,1416.76,14.62,21.56,561.13,2388.25,9088.54,1.31,47.83,528.88,2388.24,8164.5,8.2726,0.03,395,2388,100.0,39.32,23.579,447
18,402,-0.0018,-0.0003,100.0,518.67,642.57,1595.76,1407.57,14.62,21.56,561.17,2388.29,9089.29,1.31,47.64,527.65,2388.25,8158.76,8.328,0.03,393,2388,100.0,39.25,23.5582,447
18,403,0.0017,-0.0003,100.0,518.67,642.7,1596.31,1413.53,14.62,21.56,561.32,2388.22,9091.45,1.31,47.65,529.05,2388.23,8160.53,8.2772,0.03,396,2388,100.0,39.35,23.6583,447
18,404,0.0018,0.0003,100.0,518.67,642.72,1598.94,1408.93,14.62,21.56,561.43,2388.26,9089.68,1.31,47.87,529.67,2388.3,8168.12,8.2544,0.03,394,2388,100.0,39.24,23.5969,447
18,405,0.0032,-0.0003,100.0,518.67,642.26,1590.13,1409.93,14.62,21.56,561.97,2388.25,9091.34,1.31,47.76,528.93,2388.26,8166.05,8.3139,0.03,395,2388,100.0,39.35,23.4975,447
18,406,-0.0018,0.0001,100.0,518.67,643.33,1596.54,1405.74,14.62,21.56,562.05,2388.3,9085.65,1.31,47.74,529.09,2388.27,8165.29,8.2965,0.03,392,2388,100.0,39.41,23.5952,447
18,407,0.003,-0.0002,100.0,518.67,643.05,1596.8,1408.71,14.62,21.56,561.81,2388.26,9084.43,1.31,47.82,529.57,2388.32,8164.22,8.3186,0.03,395,2388,100.0,39.3,23.5665,447
18,408,0.0006,-0.0,100.0,518.67,642.85,1588.21,1418.81,14.62,21.56,562.6,2388.25,9087.19,1.31,47.71,529.21,2388.29,8167.76,8.2987,0.03,393,2388,100.0,39.48,23.5089,447
18,409,-0.0014,0.0003,100.0,518.67,642.64,1588.92,1410.33,14.62,21.57,562.71,2388.24,9095.35,1.31,47.76,529.17,2388.28,8167.73,8.3178,0.03,394,2388,100.0,39.39,23.6853,447
18,410,0.0017,-0.0003,100.0,518.67,642.84,1593.95,1414.77,14.62,21.56,561.84,2388.28,9095.37,1.31,47.77,529.13,2388.26,8165.27,8.2702,0.03,396,2388,100.0,39.36,23.6299,447
18,411,-0.003,-0.0001,100.0,518.67,642.77,1600.71,1413.48,14.62,21.56,562.8,2388.27,9099.54,1.31,47.77,529.36,2388.26,8166.88,8.2715,0.03,393,2388,100.0,39.17,23.6529,447
18,412,0.0001,0.0003,100.0,518.67,642.66,1592.83,1414.53,14.62,21.56,562.8,2388.29,9092.96,1.31,47.73,529.35,2388.27,8169.08,8.2765,0.03,396,2388,100.0,39.36,23.6318,447
18,413,0.0035,0.0004,100.0,518.67,642.98,1600.34,1412.14,14.62,21.56,563.03,2388.3,9098.11,1.31,47.88,530.05,2388.27,8171.75,8.3007,0.03,393,2388,100.0,39.19,23.5289,447
18,414,0.0013,-0.0005,100.0,518.67,642.7,1595.42,1424.29,14.62,21.56,562.59,2388.31,9089.54,1.31,47.8,530.35,2388.32,8165.83,8.2688,0.03,396,2388,100.0,39.61,23.6639,447
18,415,-0.0043,-0.0,100.0,518.67,642.36,1598.27,1411.59,14.62,21.56,562.72,2388.37,9094.93,1.31,47.87,530.13,2388.33,8169.46,8.2655,0.03,394,2388,100.0,39.23,23.5802,447
18,416,-0.0013,0.0002,100.0,518.67,642.65,1592.66,1411.8,14.62,21.55,561.88,2388.28,9098.56,1.31,47.93,529.74,2388.25,8173.4,8.2707,0.03,395,2388,100.0,39.32,23.7086,447
18,417,-0.0,0.0003,100.0,518.67,643.37,1598.65,1409.44,14.62,21.56,563.61,2388.31,9092.7,1.31,47.9,530.8,2388.33,8172.21,8.2677,0.03,395,2388,100.0,39.55,23.5932,447
18,418,-0.002,-0.0003,100.0,518.67,643.16,1605.9,1414.72,14.62,21.56,564.19,2388.32,9098.43,1.31,47.73,531.37,2388.33,8173.4,8.2756,0.03,394,2388,100.0,39.56,23.6382,447
18,419,0.005,0.0001,100.0,518.67,642.73,1594.77,1417.78,14.62,21.56,563.52,2388.34,9095.7,1.31,47.85,531.03,2388.32,8173.79,8.2619,0.03,395,2388,100.0,39.38,23.65,447
18,420,-0.0006,0.0,100.0,518.67,642.36,1594.6,1412.37,14.62,21.56,564.03,2388.35,9095.88,1.31,47.97,530.73,2388.27,8174.8,8.2535,0.03,394,2388,100.0,39.42,23.6037,447
18,421,-0.0045,-0.0003,100.0,518.67,642.81,1595.05,1412.19,14.62,21.56,563.47,2388.32,9095.69,1.31,47.66,531.01,2388.36,8176.87,8.2822,0.03,394,2388,100.0,39.23,23.687,447
18,422,0.0006,0.0002,100.0,518.67,642.94,1600.11,1418.43,14.62,21.55,563.26,2388.32,9100.43,1.31,47.77,530.86,2388.28,8175.72,8.2699,0.03,395,2388,100.0,39.41,23.6902,447
18,423,0.0018,-0.0001,100.0,518.67,642.92,1601.08,1417.78,14.62,21.56,564.77,2388.32,9109.23,1.31,47.75,531.38,2388.41,8175.55,8.2703,0.03,396,2388,100.0,39.39,23.6498,447
18,424,-0.0006,0.0002,100.0,518.67,643.03,1605.55,1415.52,14.62,21.56,564.49,2388.36,9099.08,1.31,47.89,531.46,2388.33,8173.59,8.2691,0.03,396,2388,100.0,39.3,23.5865,447
18,425,-0.0042,-0.0005,100.0,518.67,643.19,1595.27,1415.78,14.62,21.56,563.92,2388.33,9108.71,1.31,47.95,531.02,2388.38,8177.88,8.2735,0.03,396,2388,100.0,39.3,23.5469,447
18,426,0.0018,-0.0002,100.0,518.67,642.2,1597.02,1419.04,14.62,21.56,563.05,2388.33,9102.74,1.31,47.85,531.31,2388.34,8176.87,8.2807,0.03,395,2388,100.0,39.54,23.6048,447
18,427,0.0013,-0.0004,100.0,518.67,643.36,1599.1,1423.0,14.62,21.56,564.4,2388.4,9108.1,1.31,47.89,531.14,2388.35,8174.38,8.303,0.03,394,2388,100.0,39.67,23.6837,447
18,428,-0.0026,0.0002,100.0,518.67,642.76,1596.91,1416.13,14.62,21.56,564.95,2388.38,9103.96,1.31,47.71,532.45,2388.4,8176.9,8.2652,0.03,395,2388,100.0,39.45,23.6685,447
18,429,0.0015,0.0002,100.0,518.67,643.27,1597.43,1411.82,14.62,21.56,564.55,2388.38,9100.5,1.31,47.95,532.2,2388.39,8183.53,8.2748,0.03,396,2388,100.0,39.42,23.7637,447
18,430,-0.0051,0.0004,100.0,518.67,643.0,1595.38,1417.47,14.62,21.56,564.59,2388.37,9103.87,1.31,48.0,531.66,2388.42,8177.81,8.2575,0.03,397,2388,100.0,39.43,23.7119,447
18,431,-0.0038,0.0,100.0,518.67,642.59,1603.18,1425.21,14.62,21.56,565.91,2388.42,9104.09,1.31,47.98,532.99,2388.39,8175.93,8.2282,0.03,396,2388,100.0,39.53,23.7393,447
18,432,0.0039,0.0,100.0,518.67,642.94,1595.43,1412.28,14.62,21.55,565.0,2388.37,9103.72,1.31,47.91,532.37,2388.38,8178.34,8.2519,0.03,396,2388,100.0,39.39,23.5359,447
18,433,-0.0028,0.0,100.0,518.67,643.24,1605.01,1422.85,14.62,21.56,565.45,2388.4,9109.27,1.31,47.98,533.83,2388.51,8182.93,8.2737,0.03,397,2388,100.0,39.49,23.6155,447
18,434,-0.0003,-0.0001,100.0,518.67,642.95,1596.99,1424.97,14.62,21.56,565.51,2388.41,9114.52,1.31,48.12,532.33,2388.4,8179.22,8.2839,0.03,396,2388,100.0,39.69,23.5815,447
18,435,0.0056,0.0001,100.0,518.67,643.56,1599.79,1420.96,14.62,21.55,565.93,2388.42,9119.17,1.31,48.14,533.21,2388.4,8180.06,8.2434,0.03,396,2388,100.0,39.53,23.5027,447
18,436,-0.0004,0.0003,100.0,518.67,643.02,1598.21,1422.59,14.62,21.56,566.23,2388.46,9108.96,1.31,47.95,533.71,2388.43,8187.18,8.2541,0.03,394,2388,100.0,39.4,23.6483,447
18,437,0.0011,0.0002,100.0,518.67,642.97,1595.99,1421.55,14.62,21.56,565.57,2388.41,9110.96,1.31,48.02,533.6,2388.45,8183.55,8.1986,0.03,397,2388,100.0,39.52,23.6418,447
18,438,0.0021,0.0005,100.0,518.67,642.77,1606.35,1421.22,14.62,21.56,567.05,2388.48,9110.02,1.31,48.07,534.4,2388.47,8189.75,8.2325,0.03,396,2388,100.0,39.68,23.6938,447
18,439,0.0007,0.0,100.0,518.67,643.46,1603.37,1414.76,14.62,21.56,567.34,2388.46,9117.62,1.31,48.16,534.17,2388.43,8191.96,8.2478,0.03,396,2388,100.0,39.6,23.6952,447
18,440,0.0006,0.0004,100.0,518.67,643.11,1605.43,1423.59,14.62,21.56,566.6,2388.48,9118.99,1.31,47.99,534.24,2388.48,8190.42,8.2407,0.03,396,2388,100.0,39.58,23.6734,447
18,441,0.0003,-0.0,100.0,518.67,642.96,1605.73,1430.57,14.62,21.56,567.28,2388.43,9119.46,1.31,48.11,534.11,2388.46,8183.84,8.2534,0.03,395,2388,100.0,39.47,23.6653,447
18,442,0.0048,0.0001,100.0,518.67,643.22,1601.43,1422.78,14.62,21.56,567.06,2388.46,9110.27,1.31,48.1,534.15,2388.44,8186.83,8.2364,0.03,397,2388,100.0,39.52,23.8007,447
18,443,-0.004,0.0004,100.0,518.67,643.44,1598.07,1429.6,14.62,21.56,567.38,2388.51,9116.72,1.31,48.07,534.24,2388.47,8186.06,8.2356,0.03,395,2388,100.0,39.39,23.7601,447
18,444,0.0009,0.0,100.0,518.67,643.54,1605.12,1425.77,14.62,21.56,567.2,2388.46,9112.08,1.31,48.0,533.96,2388.47,8184.96,8.2345,0.03,396,2388,100.0,39.53,23.6807,447
18,445,-0.0015,-0.0002,100.0,518.67,642.96,1608.45,1425.34,14.62,21.56,568.05,2388.51,9118.85,1.31,48.24,535.3,2388.53,8194.11,8.2279,0.03,396,2388,100.0,39.49,23.8053,447
18,446,0.0038,0.0004,100.0,518.67,644.39,1596.51,1421.99,14.62,21.56,567.78,2388.53,9119.75,1.31,48.28,535.07,2388.52,8196.21,8.2018,0.03,397,2388,100.0,39.58,23.7325,447
18,447,-0.0001,0.0004,100.0,518.67,643.33,1598.82,1425.05,14.62,21.56,568.5,2388.51,9131.05,1.31,48.27,536.19,2388.48,8197.58,8.2528,0.03,397,2388,100.0,39.64,23.7588,447
19,1,0.0008,-0.0002,100.0,518.67,641.68,1593.2,1388.67,14.62,21.61,557.29,2388.15,9064.7,1.3,47.3,525.45,2388.01,8144.76,8.3362,0.03,393,2388,100.0,39.26,23.5685,229
19,2,0.0002,-0.0003,100.0,518.67,642.52,1586.32,1398.84,14.62,21.61,558.09,2388.13,9065.54,1.3,47.4,525.31,2388.11,8142.44,8.3704,0.03,393,2388,100.0,39.22,23.4788,229
19,3,0.0044,-0.0003,100.0,518.67,642.51,1585.67,1394.41,14.62,21.61,557.35,2388.04,9063.49,1.3,47.19,525.18,2388.06,8142.33,8.3804,0.03,390,2388,100.0,39.29,23.5408,229
19,4,-0.0005,0.0001,100.0,518.67,641.77,1581.69,1398.39,14.62,21.61,558.0,2388.1,9061.37,1.3,47.36,525.13,2388.08,8139.16,8.3726,0.03,392,2388,100.0,39.12,23.5471,229
19,5,-0.0009,0.0003,100.0,518.67,642.07,1577.34,1407.12,14.62,21.6,557.26,2388.05,9060.38,1.3,47.22,524.93,2388.08,8144.67,8.3568,0.03,391,2388,100.0,38.99,23.5032,229
19,6,-0.0003,-0.0003,100.0,518.67,642.36,1592.52,1394.43,14.62,21.61,557.27,2388.11,9066.98,1.3,47.24,525.67,2388.11,8147.62,8.342,0.03,394,2388,100.0,39.23,23.4584,229
19,7,0.0028,0.0002,100.0,518.67,642.26,1587.39,1397.37,14.62,21.61,556.57,2388.08,9066.28,1.3,47.47,525.01,2388.01,8143.48,8.3756,0.03,390,2388,100.0,39.07,23.4947,229
19,8,-0.0003,-0.0005,100.0,518.67,642.24,1581.69,1398.56,14.62,21.61,556.47,2388.08,9056.87,1.3,47.32,524.98,2388.03,8146.08,8.3479,0.03,394,2388,100.0,39.12,23.421,229
19,9,-0.0024,-0.0003,100.0,518.67,642.02,1587.6,1401.73,14.62,21.61,556.62,2388.06,9058.37,1.3,47.28,525.17,2388.11,8145.14,8.3587,0.03,392,2388,100.0,39.31,23.4406,229
19,10,-0.0027,-0.0003,100.0,518.67,642.33,1577.16,1402.96,14.62,21.61,557.35,2388.09,9060.14,1.3,47.05,524.68,2388.11,8144.9,8.3539,0.03,392,2388,100.0,39.33,23.478,229
19,11,-0.0023,-0.0001,100.0,518.67,642.34,1573.1,1400.2,14.62,21.61,557.61,2388.1,9061.09,1.3,47.34,524.66,2388.12,8148.02,8.3368,0.03,393,2388,100.0,39.1,23.5319,229
19,12,0.001,-0.0004,100.0,518.67,642.13,1589.42,1393.19,14.62,21.61,557.55,2388.06,9064.24,1.3,47.3,525.77,2388.11,8148.8,8.3571,0.03,393,2388,100.0,39.17,23.6412,229
19,13,0.0025,-0.0002,100.0,518.67,642.29,1586.83,1404.48,14.62,21.61,557.03,2388.13,9067.46,1.3,47.22,525.23,2388.08,8143.09,8.3801,0.03,392,2388,100.0,39.13,23.567,229
19,14,0.0004,-0.0005,100.0,518.67,642.03,1580.22,1403.22,14.62,21.61,557.89,2388.08,9066.87,1.3,47.3,524.75,2388.13,8142.76,8.3704,0.03,393,2388,100.0,39.14,23.4802,229
19,15,0.0004,0.0002,100.0,518.67,642.26,1577.65,1391.58,14.62,21.61,557.86,2388.07,9065.66,1.3,47.23,524.82,2388.11,8140.75,8.3566,0.03,391,2388,100.0,39.19,23.3557,229
19,16,-0.0012,-0.0004,100.0,518.67,642.56,1586.48,1392.3,14.62,21.61,557.47,2388.12,9065.28,1.3,47.46,525.52,2388.09,8143.17,8.3585,0.03,391,2388,100.0,39.26,23.6245,229
19,17,0.0038,0.0,100.0,518.67,642.39,1586.24,1395.28,14.62,21.61,557.56,2388.1,9066.52,1.3,47.18,525.12,2388.15,8140.34,8.3667,0.03,393,2388,100.0,39.4,23.5002,229
19,18,-0.0009,0.0001,100.0,518.67,642.25,1586.14,1405.35,14.62,21.61,557.13,2388.12,9065.56,1.3,47.34,525.04,2388.05,8145.34,8.3452,0.03,391,2388,100.0,39.28,23.525,229
19,19,0.0029,0.0002,100.0,518.67,641.69,1579.46,1401.8,14.62,21.61,557.82,2388.16,9067.56,1.3,47.38,525.97,2388.05,8145.25,8.3642,0.03,392,2388,100.0,39.17,23.377,229
19,20,-0.0023,-0.0004,100.0,518.67,642.34,1589.18,1400.4,14.62,21.61,557.86,2388.1,9060.0,1.3,47.39,525.07,2388.09,8145.34,8.3591,0.03,392,2388,100.0,39.3,23.5092,229
19,21,-0.0027,-0.0003,100.0,518.67,642.19,1583.43,1404.22,14.62,21.61,557.51,2388.07,9061.9,1.3,47.44,525.32,2388.04,8143.07,8.3682,0.03,393,2388,100.0,39.17,23.5785,229
19,22,-0.001,-0.0003,100.0,518.67,643.03,1586.83,1404.41,14.62,21.61,557.45,2388.13,9061.87,1.3,47.36,525.02,2388.12,8144.28,8.349,0.03,392,2388,100.0,39.21,23.5296,229
19,23,-0.0034,0.0002,100.0,518.67,642.62,1582.2,1396.42,14.62,21.6,556.27,2388.06,9059.19,1.3,47.26,525.12,2388.12,8145.72,8.3642,0.03,395,2388,100.0,39.18,23.5913,229
19,24,-0.0013,0.0001,100.0,518.67,642.59,1582.11,1393.18,14.62,21.6,556.76,2388.05,9072.12,1.3,47.19,524.44,2388.13,8145.91,8.3441,0.03,393,2388,100.0,39.35,23.5307,229
19,25,-0.0009,-0.0,100.0,518.67,641.97,1580.48,1400.44,14.62,21.61,557.67,2388.11,9069.43,1.3,47.33,525.35,2388.11,8150.69,8.3314,0.03,393,2388,100.0,39.33,23.448,229
19,26,0.0044,-0.0004,100.0,518.67,642.12,1582.67,1402.38,14.62,21.61,557.44,2388.07,9065.43,1.3,47.35,524.88,2388.11,8143.98,8.3642,0.03,392,2388,100.0,39.19,23.4913,229
19,27,-0.0004,-0.0004,100.0,518.67,642.19,1586.48,1400.04,14.62,21.6,555.97,2388.05,9059.36,1.3,47.26,524.84,2388.09,8138.96,8.3136,0.03,391,2388,100.0,39.06,23.469,229
